['Bambini', "Canzoni sotto l'albero", 'Varie', 'Alla scoperta di Babbo NATALE', 0, 'Y', '.', '.', 1, 1, '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3010560, 0]
['Bambini', "Canzoni sotto l'albero", 'Varie', 'Ci vuole un fiore', 0, 'Y', '.', '.', 1, 1, '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3514368, 0]
['Bambini', "Canzoni sotto l'albero", 'Varie', 'Dolce cara mammina', 0, 'Y', '.', '.', 1, 1, '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1757184, 0]
['Bambini', "Canzoni sotto l'albero", 'Varie', 'Il ballo del qua qua', 0, 'Y', '.', '.', 1, 1, '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3006464, 0]
['Bambini', "Canzoni sotto l'albero", 'Varie', 'Il mio grande papà', 0, 'Y', '.', '.', 1, 1, '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2887680, 0]
['Bambini', "Canzoni sotto l'albero", 'Varie', 'Nella vecchia fattoria', 0, 'Y', '.', '.', 1, 1, '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2547712, 0]
['Bambini', "Canzoni sotto l'albero", 'Varie', 'Noi VORREMMO', 0, 'Y', '.', '.', 1, 1, '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3698688, 0]
['Bambini', "Canzoni sotto l'albero", 'Varie', 'Nonna superman', 0, 'Y', '.', '.', 1, 1, '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3567616, 0]
['Bambini', "Canzoni sotto l'albero", 'Varie', 'Tu scendi dalle stelle', 0, 'Y', '.', '.', 1, 1, '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2809856, 0]
['Bambini', "Canzoni sotto l'albero", 'Varie', 'W la pappa col pomodoro', 0, 'Y', '.', '.', 1, 1, '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1925120, 0]
['Bambini', 'Cartoni', 'The best of', 'Anna Dai Capelli Rossi', 0, 'Y', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1722880, 0]
['Bambini', 'Cartoni', 'The best of', 'Arale Avventura Nello Spazio Another Dream', 0, 'Y', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3824036, 0]
['Bambini', 'Cartoni', 'The best of', 'Arrivano I Superboys', 0, 'Y', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1723428, 0]
['Bambini', 'Cartoni', 'The best of', 'Astro Robot', 0, 'Y', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1730560, 0]
['Bambini', 'Cartoni', 'The best of', 'Astro Robot-Quattro Supereroi', 0, 'Y', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2023056, 0]
['Bambini', 'Cartoni', 'The best of', 'Astroganga', 0, 'Y', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1337417, 0]
['Bambini', 'Cartoni', 'The best of', 'Babil Junior', 0, 'Y', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1667657, 0]
['Bambini', 'Cartoni', 'The best of', 'Babil Junior Cover', 0, 'Y', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3405510, 0]
['Bambini', 'Cartoni', 'The best of', 'Baldios', 0, 'Y', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2878344, 0]
['Bambini', 'Cartoni', 'The best of', 'Belfy E Lillibit', 0, 'Y', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2586024, 0]
['Bambini', 'Cartoni', 'The best of', 'Belle E Sebastien', 0, 'Y', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1987632, 0]
['Bambini', 'Cartoni', 'The best of', 'Bem', 0, 'Y', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3103128, 0]
